"Date","ReferenceNo.","Type","Description","Debit","Credit","CheckNumber","Balance"
"4/20/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-13.97","","","11.18"
"4/20/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-92.1","","","-80.92"
"4/20/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","119.08"
"4/20/2024","","DEBIT","Withdrawal  @ SQ *WT COFFEE ROAST 0 SQ *WT COFFEE RO Sactamento CA US","-4.9","","","114.18"
"4/21/2024","","DEBIT","Withdrawal  @ CNK*CINEMARK.COM 44 0 CNK*CINEMARK.COM 800-246-3627 CA US","-30.28","","","83.9"
"4/21/2024","","DEBIT","Withdrawal  @ CENTURY THEATRES 44 0 CENTURY THEATRES SACRAMENTO CA US","-11.35","","","72.55"
"4/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-5","","","67.55"
"4/21/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE? 0 SQ *TEMPLE COFFE Sacramento CA US","-14.49","","","53.06"
"4/22/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","40.07"
"4/22/2024","","DEBIT","Withdrawal  @ ATMDNS39935 5401 H ST 2 CSSI0 LA GARE SACRAMENTO CA US","-53.5","","","-13.43"
"4/22/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","186.57"
"4/22/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-24.23","","","162.34"
"4/22/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-92.63","","","69.71"
"4/22/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #42300003256","-2","","","67.71"
"4/22/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #42300003256 1 @ $2.00","","0","","0.0"
"4/23/2024","","DEBIT","Withdrawal  @ NETFLIX COM 0 NETFLIX COM LOS GATOS CA US","-15.49","","","52.22"
"4/23/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-54.07","","","-1.85"
"4/23/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","198.15"
"4/23/2024","","CREDIT","Checking Deposit-ACH-A-997496 TPG PRODUCTS (SBTPG LLC)","","564","","762.15"
"4/23/2024","","DEBIT","Withdrawal  @ DD DOORDASH NSTREET 0 DD DOORDASH NSTR 855-973-1040 CA US","-20.35","","","741.8"
"4/24/2024","","DEBIT","Withdrawal-ACH-A-1064712 WEBSMUD (WEB PAY)","-120.55","","","621.25"
"4/24/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-21.91","","","599.34"
"4/24/2024","","DEBIT","Withdrawal  @ TRYOTTER* PALMITA 0 TRYOTTER* PALMIT TRYOTTER.COM CA US","-10.82","","","588.52"
"4/24/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","585.52"
"4/25/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-6.29","","","579.23"
"4/25/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-21.4","","","557.83"
"4/25/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 1100.00 from share 0","","1100","","1657.83"
"4/25/2024","","DEBIT","Withdrawal  @ KOMBI HAUS MOTORS I 0 KOMBI HAUS MOTOR SACRAMENTO CA US","-1323.82","","","334.01"
"4/25/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-86.21","","","247.8"
"4/26/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-10.25","","","237.55"
"4/27/2024","","DEBIT","Withdrawal  @ LYFT RIDE THU 4PM 0 LYFT RIDE THU 855-865-9553 CA US","-21.99","","","215.56"
"4/27/2024","","DEBIT","Withdrawal  @ SQ *COLONIAL THEATE 0 SQ *COLONIAL THE SACRAMENTO CA US","-6","","","209.56"
"4/27/2024","","DEBIT","Withdrawal  @ SQ *SUBPHONIC EVENT 0 SQ *SUBPHONIC EV ORANGEVALE CA US","-9.2","","","200.36"
"4/27/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-22.61","","","177.75"
"4/27/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE? 0 SQ *TEMPLE COFFE Sacramento CA US","-20.5","","","157.25"
"4/28/2024","","DEBIT","Withdrawal  @ TST* SACYARD COMMUN 0 TST* SACYARD COM Sacramento CA US","-21.67","","","135.58"
"4/28/2024","","DEBIT","Withdrawal  @ TST* SACYARD COMMUN 0 TST* SACYARD COM Sacramento CA US","-24.8","","","110.78"
"4/28/2024","","DEBIT","Withdrawal  @ TST* SACYARD COMMUN 0 TST* SACYARD COM Sacramento CA US","-10.88","","","99.9"
"4/28/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-16.24","","","83.66"
"4/29/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-79.99","","","3.67"
"4/29/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-9.95","","","-6.28"
"4/29/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","193.72"
"4/29/2024","","DEBIT","Withdrawal  @ ParkWhiz Inc. 0 ParkWhiz Inc. Chicago IL US","-11.09","","","182.63"
"4/29/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-97.39","","","85.24"
"4/29/2024","","DEBIT","Withdrawal  @ POSEYS GENERAL STOR 0 POSEYS GENERAL S SACRAMENTO CA US","-2.58","","","82.66"
"4/29/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-31.39","","","51.27"
"4/29/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","251.27"
"4/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","241.18"
"4/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"4/30/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-11.5","","","229.68"
"4/30/2024","","DEBIT","Withdrawal  @ CAPITOL ACE HARDWAR 0 CAPITOL ACE HARD SACRAMENTO CA US","-43.49","","","186.19"
"4/30/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-3.9","","","182.29"
"4/30/2024","","DEBIT","Withdrawal  @ ATMDNS39935 5401 H ST 2 CSSI0 LA GARE SACRAMENTO CA US","-33.5","","","148.79"
"4/30/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #43100003509","-2","","","146.79"
"4/30/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #43100003509 1 @ $2.00","","0","","0.0"
"5/1/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.89","","","138.9"
"5/1/2024","","DEBIT","Withdrawal  @ GOOGLE GSUITE bark 0 GOOGLE GSUITE b 650-2530000 CA US","-14.4","","","124.5"
"5/1/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-17.89","","","106.61"
"5/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","90.61"
"5/1/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-57.56","","","33.05"
"5/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","30.06"
"5/2/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-6.62","","","23.44"
"5/2/2024","","DEBIT","Withdrawal  @ PY *OLD SOUL AT THE 0 PY *OLD SOUL AT SACRAMENTO CA US","-20.6","","","2.84"
"5/2/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 500.00 from share 0","","500","","502.84"
"5/2/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-500","","","2.84"
"5/4/2024","","CREDIT","Checking Deposit  @ ATMGO864654 2820 R STREET CSSI0 GOLDEN 1 CU SACRAMENTO CA US","","225","","227.84"
"5/6/2024","","DEBIT","Withdrawal  @ Amazon Prime*JQ2XX3 0 Amazon Prime*JQ2 Amzn.com/billWA US","-8.15","","","219.69"
"5/6/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (PREM COLL)","-52.24","","","167.45"
"5/6/2024","","DEBIT","Withdrawal  @ ATMDNS39935 5401 H ST 2 CSSI0 LA GARE SACRAMENTO CA US","-53.5","","","113.95"
"5/6/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-15.3","","","98.65"
"5/6/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #43700003704","-2","","","96.65"
"5/6/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #43700003704 1 @ $2.00","","0","","0.0"
"5/7/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-2.5","","","94.15"
"5/7/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-20","","","74.15"
"5/7/2024","","DEBIT","Withdrawal  @ LOVE LAUNDRY 0 LOVE LAUNDRY SACRAMENTO CA US","-9.85","","","64.3"
"5/7/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","56.59"
"5/7/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-780","","","-723.41"
"5/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","800","","76.59"
"5/7/2024","","DEBIT","Withdrawal  @ LYFT *RIDE TUE 2P 0 LYFT *RIDE TUE LYFT.COM CA US","-16.9","","","59.69"
"5/8/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","51.98"
"5/8/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-15.24","","","36.74"
"5/8/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-20.51","","","16.23"
"5/8/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-47.23","","","-31"
"5/8/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","169"
"5/9/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-10.95","","","158.05"
"5/9/2024","","DEBIT","Withdrawal  @ AMZN Mktp US*5L1XM6 0 AMZN Mktp US*5L1 Amzn.com/billWA US","-44.57","","","113.48"
"5/9/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","98.48"
"5/9/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","83.48"
"5/10/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","75.77"
"5/10/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-11.38","","","64.39"
"5/11/2024","","CREDIT","Checking Deposit  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","","5","","69.39"
"5/11/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","61.68"
"5/11/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","261.68"
"5/11/2024","","DEBIT","Withdrawal  @ ZZOUNDS.COM 0 ZZOUNDS.COM 800-493-3945 NJ US","-49.75","","","211.93"
"5/11/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-32.56","","","179.37"
"5/11/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-12.71","","","166.66"
"5/11/2024","","DEBIT","Withdrawal  @ ATMP375734 390 GRASS VALLEY HW CSSI0 HWY 49 GAS A-375 AUBURN CA US","-63.5","","","103.16"
"5/11/2024","","DEBIT","Withdrawal  @ NEVADA CITY CHOC 0 NEVADA CITY CHOC NEVADA CITY CA US","-10.56","","","92.6"
"5/11/2024","","DEBIT","Withdrawal  @ SQ *MIDTOWN FARMERS 0 SQ *MIDTOWN FARM Sacramento CA US","-17.94","","","74.66"
"5/11/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #432","-2","","","72.66"
"5/11/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #432 1 @ $2.00","","0","","0.0"
"5/12/2024","","DEBIT","Withdrawal  @ TST* FRIAR TUCKS RE 0 TST* FRIAR TUCKS Nevada City CA US","-26.38","","","46.28"
"5/12/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","246.28"
"5/12/2024","","DEBIT","Withdrawal  @ TST* FRIAR TUCKS RE 0 TST* FRIAR TUCKS Nevada City CA US","-15.09","","","231.19"
"5/12/2024","","DEBIT","Withdrawal  @ TST* FRIAR TUCKS RE 0 TST* FRIAR TUCKS Nevada City CA US","-16.09","","","215.1"
"5/12/2024","","DEBIT","Withdrawal  @ TST* TROPICS SACRAM 0 TST* TROPICS SAC SACRAMENTO CA US","-18.57","","","196.53"
"5/12/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-25.9","","","170.63"
"5/13/2024","","DEBIT","Withdrawal  @ DD DOORDASH SHANGHA 0 DD DOORDASH SHAN 855-973-1040 CA US","-38.77","","","131.86"
"5/13/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-15.52","","","116.34"
"5/14/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-4.99","","","111.35"
"5/14/2024","","DEBIT","Withdrawal  @ DALEK ONE* SUBSCR 1 0 DALEK ONE* SUBSC HTTPSDALEKONEMN US","-7","","","104.35"
"5/16/2024","","DEBIT","Withdrawal  @ Amazon.com*UW4KH05X 0 Amazon.com*UW4KH Amzn.com/billWA US","-38.89","","","65.46"
"5/17/2024","","DEBIT","Withdrawal  @ SPLICE.COM* SPLICE 0 SPLICE.COM* SPLI SPLICE.COM NY US","-9.99","","","55.47"
"5/17/2024","","CREDIT","Checking Deposit  @ Mobile Deposit","","750","","805.47"
"5/19/2024","","DEBIT","Withdrawal  @ LYFT *RIDE SAT 9P 0 LYFT *RIDE SAT LYFT.COM CA US","-16.72","","","788.75"
"5/19/2024","","DEBIT","Withdrawal  @ EB STILLDREAM FESTI 0 EB STILLDREAM FE 8014137200 CA US","-28.52","","","760.23"
"5/19/2024","","DEBIT","Withdrawal  @ EB STILLDREAM FESTI 0 EB STILLDREAM FE 8014137200 CA US","-28.52","","","731.71"
"5/19/2024","","DEBIT","Withdrawal  @ SQ *ON THE Y 0 SQ *ON THE Y SACRAMENTO CA US","-17.11","","","714.6"
"5/19/2024","","DEBIT","Withdrawal  @ SPOTIFY 0 SPOTIFY 877-778-1161 NY US","-10.99","","","703.61"
"5/19/2024","","DEBIT","Withdrawal  @ 1609 16TH ST 0 RAMEN 101 MIDTOW SACRAMENTO CA US","-32.54","","","671.07"
"5/19/2024","","DEBIT","Withdrawal  @ LYFT *RIDE SAT 11 0 LYFT *RIDE SAT LYFT.COM CA US","-16.68","","","654.39"
"5/19/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-40.42","","","613.97"
"5/20/2024","","DEBIT","Withdrawal  @ BACON & BUTTER 0 BACON & BUTTER SACRAMENTO CA US","-75.6","","","538.37"
"5/20/2024","","DEBIT","Withdrawal  @ BACON & BUTTER 0 BACON & BUTTER SACRAMENTO CA US","-36.17","","","502.2"
"5/20/2024","","DEBIT","Withdrawal  @ SHELL OIL 574430170 0 SHELL OIL 574430 SACRAMENTO CA US","-31.53","","","470.67"
"5/20/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-13.73","","","456.94"
"5/20/2024","","DEBIT","Withdrawal  @ 2005 Marconi Ave 0 7-ELEVEN Sacramento CA US","-20","","","436.94"
"5/20/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-57.39","","","379.55"
"5/21/2024","","DEBIT","Withdrawal  @ TST* ESTELLE BAKERY 0 TST* ESTELLE BAK Sacramento CA US","-21.45","","","358.1"
"5/21/2024","","DEBIT","Withdrawal  @ TST* HOOK & LADDER 0 TST* HOOK & LADD SACRAMENTO CA US","-25.42","","","332.68"
"5/21/2024","","DEBIT","Withdrawal  @ PADDLE.NET* KAIBER 0 PADDLE.NET* KAIB PADDLE.COM NY US","-15","","","317.68"
"5/21/2024","","DEBIT","Withdrawal  @ SOCAL'S TAVERN 0 SOCAL'S TAVERN SACRAMENTO CA US","-17.23","","","300.45"
"5/22/2024","","DEBIT","Withdrawal  @ CITYOFSAC IPS PKGME 0 CITYOFSAC IPS PK SACRAMENTO CA US","-1.75","","","298.7"
"5/22/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","290.99"
"5/22/2024","","DEBIT","Withdrawal-ACH-A-1064712 WEBSMUD (WEB PAY)","-133.41","","","157.58"
"5/22/2024","","DEBIT","Withdrawal  @ AMZN Mktp US*CQ3KN9 0 AMZN Mktp US*CQ3 Amzn.com/billWA US","-5.85","","","151.73"
"5/22/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","138.74"
"5/22/2024","","DEBIT","Withdrawal  @ ATMDNS39935 5401 H ST 2 CSSI0 LA GARE SACRAMENTO CA US","-53.5","","","85.24"
"5/22/2024","","DEBIT","Withdrawal  @ AMZN Mktp US*8O1AS4 0 AMZN Mktp US*8O1 Amzn.com/billWA US","-46.7","","","38.54"
"5/22/2024","","DEBIT","Withdrawal ATM:Fee: ATM FEE DRAFT WITHDRAWAL Trace #45300004349","-2","","","36.54"
"5/22/2024","","CREDIT","ATM FEE DRAFT WITHDRAWAL Trace #45300004349 1 @ $2.00","","0","","0.0"
"5/23/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","28.83"
"5/23/2024","","DEBIT","Withdrawal  @ NETFLIX COM 0 NETFLIX COM LOS GATOS CA US","-15.49","","","13.34"
"5/23/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","213.34"
"5/23/2024","","DEBIT","Withdrawal  @ DD DOORDASH NSTREET 0 DD DOORDASH NSTR 855-973-1040 CA US","-18.81","","","194.53"
"5/24/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-11.61","","","182.92"
"5/24/2024","","DEBIT","Withdrawal  @ FLOWCHART FUN PRO 0 FLOWCHART FUN PR HTTPSFLOWCHARNC US","-3","","","179.92"
"5/25/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","172.21"
"5/25/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFEE 0 SQ *TEMPLE COFFE Sacramento CA US","-22.2","","","150.01"
"5/25/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-64.32","","","85.69"
"5/26/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-6.66","","","79.03"
"5/26/2024","","DEBIT","Withdrawal  @ AZUL MEXICAN FOOD & 0 AZUL MEXICAN FOO SACRAMENTO CA US","-31.74","","","47.29"
"5/26/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-33","","","14.29"
"5/27/2024","","DEBIT","Withdrawal  @ TST* SELLAND FAMILY 0 TST* SELLAND FAM Sacramento CA US","-9.7","","","4.59"
"5/27/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 800.00 from share 0","","800","","804.59"
"5/27/2024","","DEBIT","Withdrawal  @ PETCO 1343 0 PETCO 1343 SACRAMENTO CA US","-32.58","","","772.01"
"5/27/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-62.4","","","709.61"
"5/27/2024","","DEBIT","Withdrawal  @ Amazon.com*7X5JE9EB 0 Amazon.com*7X5JE Amzn.com/billWA US","-32.58","","","677.03"
"5/27/2024","","DEBIT","Withdrawal  @ AMZN Mktp US*OG3IJ2 0 AMZN Mktp US*OG3 Amzn.com/billWA US","-38.41","","","638.62"
"5/27/2024","","DEBIT","Withdrawal  @ SHELL SERVICE STATI 0 SHELL SERVICE ST SACRAMENTO CA US","-26.81","","","611.81"
"5/27/2024","","DEBIT","Withdrawal  @ NUGGET MARKET #6 0 NUGGET MARKET #6 WEST SACRAMENCA US","-49.6","","","562.21"
"5/28/2024","","DEBIT","Withdrawal-ACH-A-1096016 ATT (Payment)","-79.99","","","482.22"
"5/28/2024","","DEBIT","Withdrawal  @ SACRAMENTO NATURAL 0 SACRAMENTO NATUR SACRAMENTO CA US","-10.35","","","471.87"
"5/28/2024","","DEBIT","Withdrawal  @ SQ *TEMPLE COFFE 0 SQ *TEMPLE COFFE SACRAMENTO CA US","-5.62","","","466.25"
"5/28/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 300.00 from share 0","","300","","766.25"
"5/28/2024","","DEBIT","Withdrawal  @ SAFEWAY #2242 0 SAFEWAY #2242 SACRAMENTO CA US","-5.58","","","760.67"
"5/29/2024","","DEBIT","Withdrawal  @ BONFARE MARKET #33 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","752.96"
"5/29/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-755","","","-2.04"
"5/29/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","197.96"
"5/29/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","204.36","","402.32"
"5/29/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","147.38","","549.7"
"5/29/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-7.71","","","541.99"
"5/29/2024","","DEBIT","Withdrawal  @ AIRBNB HMRE2SWDWZ 0 AIRBNB HMRE2SWD AIRBNB.COM CA US","-113.25","","","428.74"
"5/29/2024","","DEBIT","Withdrawal  @ AIRBNB HM2A8MJDXZ 0 AIRBNB HM2A8MJD AIRBNB.COM CA US","-325.2","","","103.54"
"5/29/2024","","DEBIT","Withdrawal  @ VOCLR.IT 0 VOCLR.IT SALISBURY GB GB","-10.09","","","93.45"
"5/29/2024","","CREDIT","ISA Single-Currency Fee Assessed = 0.10 on 9.99 - Recurring or Installment payment","","0","","0.0"
"5/30/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-12.99","","","80.46"
"5/30/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-5.37","","","75.09"
"5/31/2024","","DEBIT","Withdrawal  @ EMBRACE PET INSURAN 0 EMBRACE PET INSU HELLO@EMBRACEOH US","-17.89","","","57.2"
"5/31/2024","","DEBIT","Withdrawal  @ TRADER JOE S #17 TR 0 TRADER JOE S #17 SACRAMENTO CA US","-17.19","","","40.01"
"6/1/2024","","DEBIT","Withdrawal  @ GOOGLE GSUITE bark 0 GOOGLE GSUITE b 650-2530000 CA US","-14.4","","","25.61"
"6/1/2024","","DEBIT","Withdrawal  @ APPLE.COM/BILL 0 APPLE.COM/BILL 866-712-7753 CA US","-2.99","","","22.62"
"6/1/2024","","DEBIT","Withdrawal  @ SOUNDCLOUD INC 0 SOUNDCLOUD INC 176-3257837 NY US","-16","","","6.62"
"6/3/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","786","","792.62"
"6/4/2024","","DEBIT","Withdrawal-ACH-A-990166 WEBHomeRiver Group (WEB PMTS)","-755","","","37.62"
"6/5/2024","","DEBIT","Withdrawal-ACH-A-861479 GEICO (PREM COLL)","-52.24","","","-14.62"
"6/5/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","0.8","","-13.82"
"6/5/2024","","DEBIT","Withdrawal COURTESY PAY FEE 20.00","-20","","","-33.82"
"6/5/2024","","CREDIT","A Courtesy Payment was made for the amount of 13.82.","","0","","0.0"
"6/6/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","245.63","","211.81"
"6/6/2024","","CREDIT","Checking Deposit  @ VENMO*Del Fava Marc 0 VENMO*Del Fava M New York CityNY US","","206.33","","418.14"
"6/6/2024","","CREDIT","Checking Deposit  @ G1 Online Transfer 'STD' 900.00 from share 0","","900","","1318.14"
"6/6/2024","","DEBIT","Withdrawal  @ VENMO* Marc 0 VENMO* Marc Visa Direct NY US","-800","","","518.14"
"6/6/2024","","DEBIT","Withdrawal  @ CODECADEMY 0 CODECADEMY HTTPSWWW.CODENY US","-149.99","","","368.15"
"6/7/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-4.54","","","363.61"
"6/7/2024","","DEBIT","Withdrawal  @ 809 20TH ST 0 BONFARE MARKET # SACRAMENTO CA US","-54.7","","","308.91"
"6/7/2024","","DEBIT","Withdrawal  @ 5810 FOLSOM BLVD 0 CORTI BROTHERS SACRAMENTO CA US","-70.93","","","237.98"
"6/7/2024","","CREDIT","Checking Deposit Overdraft transfer from ****190-S0","","200","","437.98"
